MAG,domain,phylum,class,order,family,genus,species,SF2_A_D1,SF2_A_D2,SF2_B_D1,SF2_B_D2,SF2_C_D1,SF2_C_D2,R1_A_D1,R1_A_D2,R1_B_D1,R1_B_D2,R1_C_D1,R1_C_D2,R2A_A_D1,R2A_A_D2,R2A_B_D1,R2A_B_D2,R2A_C_D1,R2A_C_D2,R2_A_D1,R2_A_D2,R2_B_D1,R2_B_D2,R2_C_D1,R2_C_D2
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.16,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,,7.09326525722284e-06,5.56003910458818e-06,3.55898657116683e-06,3.12495565320286e-06,6.56789373870015e-06,1.50862906553579e-06,4.13765324100482e-07,8.51902993075976e-07,4.31123909521816e-07,2.06294513198585e-07,5.58115993291535e-07,2.63637923893531e-07,1.59921458210379e-06,1.39905134525432e-06,1.59497625935627e-06,9.16960934713298e-07,8.48235112915719e-07,6.52607000884488e-07,3.76911187066393e-07,3.16480946339092e-07,5.03532363451674e-07,6.02630855520406e-07,7.64544071042778e-07,2.24397947319777e-07
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.29,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MS024-2A,,6.39195372049177e-06,6.8862869643982e-06,1.01891798281121e-05,8.47414444780306e-06,7.75856453343527e-06,5.17887589661541e-06,2.48259194460289e-06,3.28591154472162e-06,2.70281527892523e-06,3.07722648854557e-06,1.51807550175298e-06,3.14168525973125e-06,1.35569781619253e-05,7.27506699532248e-06,6.9577949864672e-06,5.50176560827979e-06,7.23232043643929e-06,1.07959843860605e-05,2.32428565357609e-06,1.13560810156968e-06,2.62256439297747e-06,4.15430632316195e-06,2.75981762230076e-06,8.050276360097e-06
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.49,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,,3.4063703212652e-06,2.85653385189851e-06,2.76408601720064e-06,2.26099732555266e-06,2.38134158947023e-06,1.73379758277994e-06,6.89608873500803e-08,5.21573261066924e-08,2.48725332416432e-07,5.15736282996464e-08,4.46492794633228e-08,2.19698269911276e-08,1.96267244167283e-06,6.64549388995804e-07,6.47236742927182e-07,5.45810080186487e-07,6.91981276325981e-07,3.72918286219707e-07,3.14092655888661e-07,2.23398315062888e-07,1.46863606006738e-07,4.4876765836626e-07,1.11884498201382e-07,5.89044611714414e-07
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.25,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.33850316153244e-05,0.0003082506083396,0.0004700030184541,0.0012039535027186,8.53442098677879e-05,0.0050057438237063,0.0002451214740858,8.59378876484602e-05,0.0005597480697587,0.0001021673576615,0.0004295483930768,0.0009537980689928,6.4877227933074e-06,1.12273870456659e-05,4.03136028451787e-05,5.32710638262011e-06,3.87063075209436e-05,3.76647469081904e-06,0.000201144936831,0.0002589558802103,0.0006163236128648,0.000492734066953,0.0001607780239153,0.0001729547178967
Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.5,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,2.18408450010534e-06,3.17959422800608e-05,0.0001699641911753,0.000473853569578,2.69437278227962e-05,0.0003980754216359,0.0046387402887123,0.0014245556621767,0.0015670525026676,0.0014148021539347,0.0033615549522346,0.0017422512200504,2.74410683974627e-06,4.14468961031593e-06,1.15577989808425e-05,2.35789954640562e-06,7.14303252981658e-06,1.45438131625686e-06,0.0011139453087419,0.001482527068336,0.0009634672164344,0.0005386109435711,0.0004402095581733,0.0005946826101408
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.21,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,2.86535856435838e-06,1.60339965615494e-05,4.57067818530563e-06,6.74622779250265e-06,1.01207017552485e-05,7.34049366215923e-06,0.0029524224701189,0.0030043141410715,0.0008028522096625,0.0007869963766431,0.0015555139225829,0.0012990099605044,6.36051254245824e-07,3.49762836313581e-07,1.94171022878155e-06,5.67642483393947e-07,1.78575813245415e-07,6.33961086573502e-07,0.0004001540436021,6.78013886215866e-05,0.0012733074640784,0.0004155844955133,0.0009701877787369,0.0002198258391431
Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_metabat.14,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.60299779824245e-07,1.00318748370245e-06,3.10733852914058e-06,9.57706997246289e-06,4.99313559082468e-07,8.82660587597061e-06,1.08958202013127e-05,6.2067218066964e-06,1.13252934693615e-05,7.16873433365084e-06,1.87080480951323e-05,1.2566741038925e-05,1.65373326103914e-06,7.17013814442841e-07,5.77889949042127e-07,1.30994419244757e-07,4.46439533113536e-07,2.98334628975766e-07,1.14643819399361e-05,8.36068194122859e-05,1.30918414497435e-05,1.02319026107507e-05,7.25384496672294e-06,7.29293328789275e-06
Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_metabat.8,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,2.98558339922656e-06,8.12751893575887e-06,2.71711462082991e-05,7.06423798544624e-05,8.73798728394318e-06,7.7840756411302e-05,0.0001576790689259,0.0001257513132432,0.0002700493842489,8.76235944810992e-05,0.0004245030244975,0.0003668961107518,2.36247608719877e-06,5.4213239628605e-06,9.87036032963952e-06,3.25302807791146e-06,3.15855969677827e-05,3.46814006184328e-06,0.0005533684411446,0.131880570367174,0.0011214714759826,0.0005826158179572,0.000657675727844,0.0025274501801494
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.17,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,3.4063703212652e-07,1.95536543433529e-06,4.26355751672778e-06,1.20586524029475e-05,8.44992176908791e-07,1.12133921587586e-05,3.82043315919445e-05,1.7803033977751e-05,4.92144524407981e-05,2.54945635894585e-05,7.09030557877566e-05,3.20759474070463e-05,8.75933441561392e-06,2.39587542874803e-06,6.01005547003812e-07,1.74659225659676e-07,5.80371393047597e-07,2.7968871466478e-07,5.5233193538021e-05,0.0002977527209263,6.4137434794657e-05,3.86709502180754e-05,4.42689664550135e-05,3.62963679789739e-05
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.31,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,3.26610801391899e-06,2.96365387134471e-05,0.0001263891880806,0.0002974957781849,3.69876121074166e-05,0.0004153233300568,0.0018830115095376,0.0002585612512862,0.0122237722784938,0.0004017585644542,0.0046786193978437,0.0053290891142758,3.85265331143185e-06,6.9253041590089e-06,1.08874466399537e-05,1.59376543414454e-06,4.26349754123427e-06,7.08544743817444e-07,0.0007976068903636,0.0010507167418457,0.0017397882377861,0.0021310822121835,0.0006313828707667,0.0010706026066626
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.29,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,0.0,1.19022243829105e-06,3.50478880612368e-06,7.24254427859958e-06,9.21809647536863e-07,1.1235909010483e-05,1.87056406937093e-05,9.70126265584479e-06,2.13406335213299e-05,1.66238995219193e-05,4.71049898338056e-05,2.35077148805066e-05,4.23428406397934e-06,1.59142090522679e-06,9.01508320505717e-07,3.92983257734271e-07,9.59844996194103e-07,4.66147857774634e-07,1.38986000230732e-05,6.40222337917727e-05,2.2344248628168e-05,1.68223762221867e-05,1.39669148588059e-05,1.009790762939e-05
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.16,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,2.63292388361322e-05,1.66801173137645e-05,5.69076532953072e-06,6.96681289743462e-06,3.68339771661605e-05,3.12984238969366e-06,4.82726211450562e-07,0.0,5.30614042488389e-07,2.73340229988126e-06,8.92985589266456e-08,2.19698269911276e-07,0.0013007793336116,0.0038154928287775,0.0007988519499578,0.0004585677969694,0.0003478210402487,9.86928244480455e-05,3.76911187066393e-07,2.97864420083851e-07,8.3922060575279e-08,2.30794795731219e-07,2.98358661870352e-07,2.24397947319777e-07
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.52,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,3.05571455289967e-05,1.76152920867075e-05,7.53348934099781e-06,7.13225172613359e-06,4.31906228606334e-05,3.21990979659132e-06,1.0344133102512e-07,3.47715507377949e-08,2.3214364358867e-07,7.39222005628264e-07,4.46492794633228e-08,4.39396539822552e-08,0.0001645010272409,0.0009141226608473,0.0004457149598972,0.0008693007985114,0.0031159023993892,0.0012141287103598,3.14092655888661e-07,1.86165262552407e-07,2.51766181725837e-07,0.0,7.45896654675881e-08,0.0
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.19,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,3.2059955964849e-07,3.14558787262634e-06,2.3883148462348e-05,6.54586298885611e-05,3.37996870763516e-06,6.52088025939053e-05,8.64424722933257e-05,4.33775095453992e-05,0.0002006550165047,4.75680765017072e-05,0.0002514424172977,0.0004037614804429,8.35953077008797e-07,1.66137347248951e-06,3.95276725144815e-06,3.49318451319352e-07,6.22783148693383e-06,9.50941629860253e-07,0.0001961194543368,0.0169333316503994,0.0004717678635239,0.000586988097143,0.0003062092241608,0.000466607481708
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.67,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,7.21349009209102e-07,9.04569053101196e-06,3.65292936390829e-05,0.0001007154824935,1.00246799169634e-05,0.0001321063690671,0.0001275604013758,5.87986922976112e-05,0.000172515890564,5.96706879426908e-05,0.0001869018838334,0.0002663841522674,1.43565854529772e-06,1.90620745790902e-06,4.25327002495005e-06,5.67642483393947e-07,5.2903084673954e-06,5.40731515018575e-07,0.0001067600937365,0.0130413234384262,0.0002209458049795,0.0001559916380481,9.46542854783693e-05,9.87911963075318e-05
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.9,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,5.20974284428796e-07,9.58979221708787e-06,3.66918869342124e-05,9.86566881808221e-05,8.35389993080282e-06,0.0001343580542395,0.0002124857341474,0.0001545073857033,0.0002475811958873,0.0001204588044985,0.0003219436295702,0.0003946440022416,1.52652301018998e-06,2.32592286148531e-06,6.9577949864672e-06,9.82458144335677e-07,8.46002915250151e-06,1.02552528710419e-06,0.0001961665682352,0.0217413660367616,0.0004470947777147,0.0003336010552963,0.0002208413520331,0.0002296712990817
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.14,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,9.41761206467439e-07,1.93836225664542e-05,7.34379716334679e-05,0.0001942251848925,1.68998435381758e-05,0.0002577278848376,0.0011692663254642,0.0008738786131422,0.001127538258599,0.0007736903805418,0.0016714681013492,0.0017186775956889,2.9985273414446e-06,3.79492677400235e-06,1.31758908381605e-05,2.27056993357579e-06,8.19216543263339e-06,2.31209337456218e-06,0.0010276483515365,0.0083332784145808,0.0015793712189964,0.0021145932062218,0.0006262361838495,0.0017554370921392
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.16,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,6.01124174340918e-08,9.18171595253094e-07,3.17960221586478e-06,8.67634746065736e-06,7.10561603309665e-07,9.47959457597863e-06,3.11013601948862e-05,3.06511219753662e-05,2.3214364358867e-05,1.27386861900127e-05,6.92063831681504e-05,3.52176326667776e-05,1.45383143827617e-07,3.49762836313581e-07,9.47739516429088e-07,0.0,3.32597452169585e-06,2.7968871466478e-07,8.87468799213411e-05,0.0106360868627754,0.0001448284960377,4.45946833085101e-05,6.2114543918134e-05,0.0001381449863187
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.11,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.56292285328639e-06,1.95536543433529e-05,0.0002381811114429,0.0005653412418485,3.91385012850026e-05,0.0005807771565278,0.0004414703605933,0.0002330041614939,0.0012773703988466,0.0002053661878891,0.002153189177479,0.0023524411949019,4.03438224121637e-06,4.0922251848689e-06,1.35919716014708e-05,2.03041349829373e-06,7.52250613296309e-06,1.3984435733239e-06,0.0004454147953157,0.0086399484515834,0.0015012817416311,0.0010989294198742,0.0005414463816292,0.000497630497925
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.29,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.963672302847e-06,2.33793693235741e-05,0.000198978061395,0.0004880261625698,3.11686887073402e-05,0.0003396216745593,0.0007678450001994,0.0003921361634454,0.0006988518573348,0.0005877158768933,0.0010754895190727,0.0008100275211628,4.36149431482851e-06,4.59938129752359e-06,1.5556797428214e-05,1.59376543414454e-06,9.50916205531832e-06,1.41708948763489e-06,0.000824241947583,0.010302739343649,0.0011695168556619,0.0007148740578443,0.0006787286609223,0.0005483163842758
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.45,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,5.41011756906827e-07,7.44739182816398e-06,5.86961795417312e-05,0.0001439501630601,1.25980651830038e-05,0.0001511556256259,0.0001484727904647,8.2582433002263e-05,0.0003380674718204,8.58013262811783e-05,0.0004416260231717,0.0005689965492432,2.41699476613413e-06,1.60890904704247e-06,4.99296915972397e-06,8.73296128298379e-07,3.01346684851637e-06,3.54272371908722e-07,0.0002979954072743,0.0046996862035567,0.0004855520619734,0.0004877591569117,0.0002056623551105,0.000311744848314
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_maxbin.035,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,0.0,6.80127107594884e-08,3.79384355302048e-07,1.13968970881516e-06,1.15226205942108e-07,1.32849425174047e-06,5.29274810411867e-06,2.0689072688988e-06,5.67093757909466e-06,2.49272536781624e-06,5.55883529318369e-06,5.62427570972867e-06,1.81728929784521e-08,3.49762836313581e-08,3.23618371463591e-07,0.0,3.79473603146506e-07,3.72918286219707e-08,9.97244182446498e-06,0.0007798090517795,2.37289626276601e-05,6.98795353741748e-06,9.75259875988714e-06,8.39809317844265e-05
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_metabat.14,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.38258560098411e-06,7.8044585596513e-06,0.0002015614881954,0.0005585031035956,1.23676127711196e-05,0.0001838050606263,0.0002977731115776,0.0001233173046915,0.0020278078901246,9.55315508203783e-05,0.0014033491781719,0.0035040995257768,2.05353690656509e-06,2.99047225048112e-06,1.50713698710187e-05,2.57622357848022e-06,6.69659299670304e-06,1.34250583039095e-06,0.0022828097183659,0.013904664843513,0.0029186204421719,0.0022504031215765,0.0014555800267672,0.0026078687945202
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.16,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,7.61423954165163e-07,3.58767049256301e-06,2.66833663229107e-05,7.17636874711999e-05,6.01096707664663e-06,7.45983297629863e-05,0.0001418353050572,8.22868748209917e-05,0.0003462090810348,0.0001131697316988,0.0005286028195662,0.0007716682032363,8.72298862965701e-07,1.95867188335605e-06,7.97488129678135e-06,1.22261457961773e-06,1.11163443745271e-05,1.37979765901292e-06,0.0003156474145353,0.0446698521032411,0.0009635721190102,0.0009307056576523,0.0006457040865365,0.0008118156739161
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.17,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.18221087620381e-06,1.60339965615494e-05,7.73582766382557e-05,0.0002008611201326,1.55939465374986e-05,0.0002333421344201,0.0002067275000537,9.58130080579939e-05,0.000279185894793,0.0001032332126464,0.0003418125589314,0.0004408026087499,1.98084533465128e-06,3.30525880316334e-06,7.23518216200743e-06,1.37544140206995e-06,1.27681706470471e-05,1.13740077297011e-06,0.0003203745090064,0.047012797782042,0.0008279121080902,0.0004352918066821,0.0004337761995267,0.0007249175688165
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.29,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,8.01498899121225e-08,1.36025421518977e-07,1.80659216810499e-07,6.24991130640573e-07,3.8408735314036e-08,1.0582920310475e-06,3.20495723959498e-05,3.89615226016992e-05,6.9643093076601e-06,1.21541850692833e-05,3.79295629040927e-05,1.2566741038925e-05,1.09037357870713e-07,2.79810269050865e-07,5.08543155157071e-07,2.18324032074595e-07,8.92879066227073e-07,1.86459143109854e-07,7.44870733439959e-05,0.0030622882533033,0.0001759216194809,7.29183335179692e-05,3.93274011177858e-05,0.0002719703121515
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.35,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.20224834868184e-06,2.14580102446186e-05,7.7448606246661e-05,0.000212092578392,1.64197343467504e-05,0.0002814381297034,0.0004038694367657,0.0002778420761703,0.0005317747607063,0.0002446137190252,0.0006142401375769,0.0009456472631791,2.68958816081091e-06,3.93483190852778e-06,1.57417222119075e-05,1.615597837352e-06,7.29928636640632e-06,1.86459143109854e-06,0.000352411959907,0.0101221962720257,0.0006563334552441,0.0014964862774543,0.0004312587983172,0.0006660411573885
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.60,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.92359735789094e-06,1.60680029169291e-05,0.0002278474042414,0.0005104155507204,3.67187509602184e-05,0.000583456661883,0.000438108517335,0.0002311091119787,0.0014818557854706,0.0002154058541981,0.0021899801837567,0.0028988967016523,4.25245695695779e-06,5.94596821733087e-06,1.51407166649037e-05,2.05224590150119e-06,1.13172421644281e-05,1.77136185954361e-06,0.0006568619712599,0.0275990746394993,0.0021433064855471,0.0020750631864863,0.0007979975360049,0.0012420706881583
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.20,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,3.60674504604551e-07,3.07757516186685e-06,1.83188445845846e-05,5.02382576482554e-05,3.78326042843254e-06,4.94920400902638e-05,7.22192892773716e-05,2.99209194098725e-05,8.96903548693655e-05,4.25998169755079e-05,9.49020434992926e-05,0.0001291606128808,4.36149431482851e-07,5.77108679917408e-07,1.87236343489649e-06,4.80312870564109e-07,2.14290975894497e-06,2.7968871466478e-07,8.28262333578399e-05,0.0052189197373416,0.0001113855548985,7.85728060133841e-05,5.54574162751517e-05,7.73050928516631e-05
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.29,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,0.0,1.19022243829105e-07,6.14241337155697e-07,1.26836435335881e-06,1.15226205942108e-07,5.85438144834785e-07,2.74119527216569e-06,2.38185122553895e-06,2.20536461409237e-06,1.40967917352367e-06,6.63041800030344e-06,4.41593522521665e-06,0.0,3.49762836313581e-08,9.24623918467403e-08,1.30994419244757e-07,6.25015346358951e-07,0.0,1.24223645403965e-05,0.00177631446917,3.07364546856959e-05,1.76942676727268e-05,1.10579179055699e-05,2.72643505993529e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.12,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,2.40449669736367e-07,3.55366413718327e-06,4.46228265521933e-06,8.01459214586146e-06,2.11248044227198e-06,0.0001265221898394,2.06882662050241e-07,1.91243529057872e-07,1.82398577105384e-07,2.06294513198585e-07,1.78597117853291e-07,2.19698269911276e-07,1.78094351188831e-06,2.65819755598321e-06,1.61809185731795e-06,7.55401150978098e-06,1.56253836589738e-06,5.66835795053955e-06,1.88455593533197e-07,1.30315683786685e-07,7.76279060321331e-07,1.92328996442683e-07,9.32370818344851e-08,3.89891433468112e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.37,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,unbinned_reads,1.54288538080836e-06,3.58086922148707e-05,0.0001482489533146,0.0004198286009617,1.9261980759989e-05,0.0004484906526468,9.51660245431108e-05,4.38469254803594e-05,0.0001266675209552,4.2685773022674e-05,0.000168796601011,0.0002084057788378,2.18074715741425e-06,2.83307897414001e-06,4.36884801475848e-06,3.12203365866671e-06,3.52687231159694e-06,2.1629260600743e-06,4.89356357874534e-05,8.04606264751503e-05,0.0001336458814661,9.47284417145694e-05,4.57980545970991e-05,4.14855705107437e-05
